event_id,source_id,source_package,source_file,road_type,road_section_type,city,location_label,traffic_condition,collection_time_period,speed_bin,overlap_type,ego_id,cutin_id,reference_frame,reference_time_definition,keyframe1,keyframe2,keyframe3,keyframe4,keyframe5,ego_speed_kmh,cutin_speed_kmh,relative_speed_kmh,longitudinal_gap_m,longitudinal_gap_signed_m,lateral_speed_mps,cutin_angle_deg,cutin_duration_s,ttc_s,thw_s,min_ttc_s,min_thw_s,ego_max_decel_mps2,cutin_lateral_accel_mps2,sample_quality,quality_notes
DJI_20250802083350_0005_V::Ego_2850_CutIn_2596_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2850_CutIn_2596_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2850,2596,4531,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4059,4059,4531,4688,4688,69.242,49,-20.243,123.951,,0.695,1.583,20.967,26.743,6.444,24.345,6.347,-0.85,0.675,valid,
DJI_20250802083350_0005_V::Ego_2850_CutIn_2619_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2850_CutIn_2619_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2850,2619,4563,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4104,4104,4563,4715,4715,66.931,51.757,-15.174,118.816,,0.526,3.08,20.367,29.17,6.39,24.345,6.347,-0.859,0.6,valid,
DJI_20250802083350_0005_V::Ego_2900_CutIn_2874_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2900_CutIn_2874_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2900,2874,5054,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4502,4502,5054,5103,5103,50.944,54.158,3.215,6.442,,0.434,-0.138,20.033,,0.455,6.453,0.345,-0.414,0.57,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_2969_CutIn_2962_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2969_CutIn_2962_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2969,2962,506,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4632,4632,506,5094,5094,63.799,71.42,7.621,31.694,,0.28,-0.795,15.4,,1.788,,0.326,-0.543,1.44,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_29_CutIn_15_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_29_CutIn_15_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,29,15,3,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,3,8,8,53.564,68.069,14.504,11.827,,0.578,1.981,2.667,,0.795,,0.552,-0.263,0.48,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3015_CutIn_2870_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3015_CutIn_2870_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3015,2870,4962,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4491,4491,4962,5039,5039,57.15,48.438,-8.712,128.293,,0.293,1.637,18.267,54.851,8.081,40.681,7.606,-1.353,0.54,valid,
DJI_20250802083350_0005_V::Ego_3068_CutIn_2867_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3068_CutIn_2867_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3068,2867,4943,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4481,4481,4943,5144,5144,46.951,48.719,1.768,83.157,,0.532,1.06,22.1,,,114.156,0.001,-0.795,0.48,review,negative_source_thw;missing_required_metric
DJI_20250802083350_0005_V::Ego_3068_CutIn_2993_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3068_CutIn_2993_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3068,2993,5126,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4713,4713,5126,5272,5272,46.71,56.419,9.709,10.533,,0.333,1.153,18.633,,0.812,114.156,0.001,-0.795,0.6,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3068_CutIn_3082_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3068_CutIn_3082_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3068,3082,5271,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4912,4912,5271,5415,5415,50.382,65.124,14.742,24.969,,0.446,1.897,16.767,,1.784,186.95,0.001,-0.786,0.675,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_30_CutIn_34_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_30_CutIn_34_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,30,34,109,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,109,406,406,54.756,57.485,2.729,20.455,,0.186,1.142,13.533,,1.345,,1.245,-0.159,0.66,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3179_CutIn_3178_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3179_CutIn_3178_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3179,3178,5508,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5086,5086,5508,5556,5556,59.558,67.918,8.359,21.145,,0.223,-1.448,15.667,,1.278,,0.088,-0.292,0.75,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3217_CutIn_3222_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3217_CutIn_3222_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3217,3222,5393,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5194,5194,5393,5701,5701,50.49,59.108,8.618,2.676,,0.69,0.591,16.9,,0.191,,0.005,-0.708,0.705,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3218_CutIn_3177_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3218_CutIn_3177_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3218,3177,5454,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5083,5083,5454,5679,5679,51.574,45.007,-6.566,44.75,,0.433,1.443,19.867,27.054,3.124,26.907,2.619,-0.433,0.45,valid,
DJI_20250802083350_0005_V::Ego_322_CutIn_342_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_322_CutIn_342_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,322,342,712,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",408,408,712,816,816,49.165,76.007,26.842,32.19,,0.897,-1.097,13.6,,2.357,,0.006,-0.316,0.93,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_322_CutIn_344_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_322_CutIn_344_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,322,344,724,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",411,411,724,846,846,49.126,67.842,18.716,34.092,,0.188,-1.532,14.5,,2.498,,0.006,-0.316,0.675,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3271_CutIn_3088_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3271_CutIn_3088_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3271,3088,5372,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4922,4922,5372,5445,5445,61.96,60.746,-1.213,139.552,,0.364,-3.874,17.433,41.775,8.106,19.158,6.069,,0.855,valid,
DJI_20250802083350_0005_V::Ego_3271_CutIn_3098_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3271_CutIn_3098_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3271,3098,5467,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4942,4942,5467,5539,5539,77.504,51.361,-26.143,120.609,,0.347,-5.275,19.9,16.704,5.602,13.95,4.506,,0.63,valid,
DJI_20250802083350_0005_V::Ego_3271_CutIn_3138_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3271_CutIn_3138_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,80-100,normal,3271,3138,5583,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",501,501,5583,5645,5645,80.647,55.598,-25.049,89.987,,0.492,-5.478,21.167,13.707,4.023,13.206,3.467,-0.179,0.48,valid,
DJI_20250802083350_0005_V::Ego_3304_CutIn_3256_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3304_CutIn_3256_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3304,3256,567,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5307,5307,567,5831,5831,49.975,55.076,5.101,73.512,,0.187,-3.407,17.467,,5.298,,3.844,-0.955,0.435,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3382_CutIn_3313_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3382_CutIn_3313_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3382,3313,5909,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5455,5455,5909,6016,6016,63.616,53.946,-9.67,26.103,,0.488,-0.693,18.7,11.558,1.477,10.063,1.248,-0.311,0.825,valid,
DJI_20250802083350_0005_V::Ego_3413_CutIn_3263_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3413_CutIn_3263_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3413,3263,5689,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5349,5349,5689,5841,5841,53.158,62.665,9.508,152.506,,0.084,-2.992,16.4,,10.327,,10.166,-0.075,0.585,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3439_CutIn_3345_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3439_CutIn_3345_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3439,3345,5952,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5532,5532,5952,6106,6106,56.365,55.883,-0.482,27.401,,0.483,0.251,19.133,224.184,1.75,13.163,1.733,-0.509,0.99,valid,
DJI_20250802083350_0005_V::Ego_3590_CutIn_3565_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3590_CutIn_3565_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3590,3565,6194,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5818,5818,6194,6262,6262,70.87,69.066,-1.804,21.94,,0.365,-1.24,14.8,52.127,1.114,20.161,1.03,-0.499,0.66,valid,
DJI_20250802083350_0005_V::Ego_3663_CutIn_3588_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3663_CutIn_3588_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3663,3588,6011,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5854,5854,6011,6365,6365,54.997,52.938,-2.059,48.393,,0.273,-0.81,17.033,91.338,3.167,41.137,3.103,-0.216,0.855,valid,
DJI_20250802083350_0005_V::Ego_3765_CutIn_3705_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3765_CutIn_3705_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3765,3705,6189,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6054,6054,6189,6588,6588,70.33,46.768,-23.562,46.771,,0.548,-2.835,17.8,7.916,2.394,7.893,0.969,-1.003,0.78,valid,
DJI_20250802083350_0005_V::Ego_3858_CutIn_3697_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3858_CutIn_3697_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3858,3697,6407,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6042,6042,6407,6545,6545,61.499,62.078,0.58,106.828,,0.479,1.312,16.767,55.839,6.253,32.128,6.241,-0.46,0.9,valid,
DJI_20250802083350_0005_V::Ego_3858_CutIn_3724_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3858_CutIn_3724_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3858,3724,6525,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6087,6087,6525,6601,6601,57.679,67.284,9.605,104.681,,0.567,-0.099,17.133,,6.533,32.128,6.241,-0.46,0.795,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_3872_CutIn_3853_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_3872_CutIn_3853_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,3872,3853,6709,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6301,6301,6709,6776,6776,63.868,64.49,0.623,32.817,,0.129,-2.412,15.833,,1.85,,1.069,-0.073,0.765,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_4072_CutIn_4069_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_4072_CutIn_4069_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,4072,4069,6788,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6678,6678,6788,6853,6853,46.472,56.29,9.817,9.033,,0.403,-0.134,5.833,,0.702,,0.005,-0.09,0.585,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_4090_CutIn_3946_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_4090_CutIn_3946_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,4090,3946,6836,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6453,6453,6836,6853,6853,54.612,54.508,-0.104,125.866,,0.5,1.015,13.333,2784.655,8.297,67.466,7.979,-0.91,0.735,valid,
DJI_20250802083350_0005_V::Ego_4127_CutIn_4093_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_4127_CutIn_4093_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,4127,4093,6837,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6731,6731,6837,6853,6853,64.483,55.919,-8.564,15.275,,0.707,-1.17,4.067,8.546,0.853,7.537,0.82,-0.706,0.39,valid,
DJI_20250802083350_0005_V::Ego_498_CutIn_516_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_498_CutIn_516_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,498,516,837,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",695,695,837,1139,1139,56.963,69.887,12.924,5.863,,0.356,-2.04,14.8,10.769,0.37,3.894,0.003,-0.508,0.81,valid,
DJI_20250802083350_0005_V::Ego_608_CutIn_496_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_608_CutIn_496_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,608,496,1172,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",677,677,1172,122,122,57.334,58.504,1.17,49.414,,0.736,1.478,18.1,,3.102,18.952,3.035,-1.156,0.495,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_71_CutIn_100_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_71_CutIn_100_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,71,100,2,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,2,503,503,65.171,65.034,-0.137,4.664,,2.659,-1.254,16.767,147.035,0.258,38.514,0.255,-0.884,2.475,valid,
DJI_20250802083350_0005_V::Ego_746_CutIn_600_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_746_CutIn_600_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,746,600,1285,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",788,788,1285,1425,1425,49.144,48.15,-0.994,7.506,,0.207,1.293,21.233,341.991,0.55,3.836,0.002,-2.107,0.795,valid,
DJI_20250802083350_0005_V::Ego_746_CutIn_679_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_746_CutIn_679_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,746,679,1312,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",9,9,1312,1492,1492,48.553,51.224,2.671,8.86,,0.602,0.323,19.733,,0.657,3.836,0.002,-2.107,0.705,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_746_CutIn_739_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_746_CutIn_739_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,746,739,1391,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1037,1037,1391,1566,1566,48.103,55.224,7.121,13.01,,0.694,2.194,17.633,,0.973,3.836,0.002,-2.107,0.63,review,missing_required_metric
DJI_20250802083350_0005_V::Ego_797_CutIn_801_Event1,DJI_20250802083350_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802083350_0005_V/ScenarioExtraction/cutin_scenarios/Ego_797_CutIn_801_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,797,801,1529,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1171,1171,1529,1596,1596,62.95,74.808,11.858,31.752,,0.247,-1.431,14.167,,1.816,,0.001,,0.45,review,missing_required_metric
